bigram,count_no_pcl,count_pcl,freq_no_pcl,freq_pcl,ratio_pcl_over_no_pcl
children come,4,2,0.00014991941831265696,0.0009592326139088729,6.398321306917507
help poor,15,7,0.0005621978186724635,0.003357314148681055,5.971766577887168
mentally ill,7,3,0.0002623589820471497,0.0014388489208633094,5.484275419701286
street children,7,3,0.0002623589820471497,0.0014388489208633094,5.484275419701286
illegally children,7,3,0.0002623589820471497,0.0014388489208633094,5.484275419701286
children families,7,3,0.0002623589820471497,0.0014388489208633094,5.484275419701286
improve lives,7,3,0.0002623589820471497,0.0014388489208633094,5.484275419701286
displaced people,7,3,0.0002623589820471497,0.0014388489208633094,5.484275419701286
rich poor,7,3,0.0002623589820471497,0.0014388489208633094,5.484275419701286
desperately need,12,5,0.0004497582549379708,0.002398081534772182,5.331934442806354
poor vulnerable,15,6,0.0005621978186724635,0.0028776978417266188,5.118657067014535
refugees fleeing,10,4,0.00037479854578164235,0.0019184652278177458,5.118657063351539
support vulnerable,10,4,0.00037479854578164235,0.0019184652278177458,5.118657063351539
people feel,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
plight refugees,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
vulnerable refugees,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
labour market,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
vulnerable citizens,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
families country,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
poor children,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
hard working,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
save children,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
great deal,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
help families,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
west bengal,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
families india,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
city mission,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
did want,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
reach need,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
financial resources,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
make living,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
raise money,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
raise funds,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
hundreds homeless,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
food stamps,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
education health,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
developed world,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
elderly homeless,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
living areas,5,2,0.00018739927289082117,0.0009592326139088729,5.1186570523625505
hundreds thousands,28,11,0.0010494359281885987,0.005275779376498801,5.027252479889764
people disabilities,18,7,0.0006746373824069562,0.003357314148681055,4.97647214971461
just like,13,5,0.00048723810951613507,0.002398081534772182,4.921785640355341
poorest poor,8,3,0.0002998388366253139,0.0014388489208633094,4.798740994524969
said mr,8,3,0.0002998388366253139,0.0014388489208633094,4.798740994524969
children said,8,3,0.0002998388366253139,0.0014388489208633094,4.798740994524969
families access,8,3,0.0002998388366253139,0.0014388489208633094,4.798740994524969
help homeless,8,3,0.0002998388366253139,0.0014388489208633094,4.798740994524969
red cross,11,4,0.0004122784003598066,0.0019184652278177458,4.6533246041755385
protect vulnerable,11,4,0.0004122784003598066,0.0019184652278177458,4.6533246041755385
people need,86,29,0.0032232674937221245,0.013908872901678656,4.315146951177172
come poor,24,8,0.0008995165098759417,0.0038369304556354917,4.265547558320104
families need,15,5,0.0005621978186724635,0.002398081534772182,4.265547556141901
vice president,12,4,0.0004497582549379708,0.0019184652278177458,4.265547554689767
salvation army,9,3,0.0003373186912034781,0.0014388489208633094,4.265547552269543
poor people,9,3,0.0003373186912034781,0.0014388489208633094,4.265547552269543
children homeless,9,3,0.0003373186912034781,0.0014388489208633094,4.265547552269543
quality life,9,3,0.0003373186912034781,0.0014388489208633094,4.265547552269543
helpless hopeless,9,3,0.0003373186912034781,0.0014388489208633094,4.265547552269543
helping need,9,3,0.0003373186912034781,0.0014388489208633094,4.265547552269543
people country,9,3,0.0003373186912034781,0.0014388489208633094,4.265547552269543
feel like,9,3,0.0003373186912034781,0.0014388489208633094,4.265547552269543
role model,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
able bodied,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
children aged,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
50 percent,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
deputy minister,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
support people,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
childhood arrivals,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
women said,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
person need,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
living conditions,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
action childhood,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
khyber pakhtunkhwa,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
million children,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
border wall,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
70 cent,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
eastern europe,6,2,0.0002248791274689854,0.0009592326139088729,4.265547547429095
press briefing,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
hard times,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
16 year,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
living like,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
lives vulnerable,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
ceremony held,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
civil liberties,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
armed forces,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
areas said,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
continue use,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
preying vulnerable,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
19 million,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
born children,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
disabled kids,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
disabled members,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
end homelessness,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
insurance coverage,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
local charity,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
food insecure,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
going forward,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
profit organization,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
lives said,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
president mahama,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
needs children,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
immigrants children,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
red crescent,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
regular basis,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
refugees people,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
homeless woman,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
countries africa,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
allow people,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
girls particularly,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
count number,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
nelson mandela,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
said victims,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
work disabled,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
forced leave,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
services vulnerable,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
injured disabled,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
refugees including,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
world food,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
life woman,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
early hours,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
especially girls,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
said year,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
poverty said,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
poverty unemployment,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
migrants arrested,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
giving away,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
daily news,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
refugees internally,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
nations need,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
city left,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
emergency food,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
cases children,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
need social,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
southeast asia,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
thousands families,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
home need,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
days later,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
food program,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
government area,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
low self,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
dead homeless,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
food said,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
work homeless,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
tertiary education,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
school feeding,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
climate vulnerable,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
government departments,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
michael jackson,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
16 years,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
mail online,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
world said,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
belonged poor,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
economic prosperity,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
rich countries,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
floods droughts,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
public sector,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
benue state,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
reuniting immigrant,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
best known,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
search better,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
hundreds families,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
horn africa,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
parents children,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
education services,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
provide support,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
desperate attempt,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
self sufficient,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
red sea,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
green card,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
people die,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
surplus food,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
good number,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
remote areas,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
camp near,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
special envoy,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
provide children,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
worth noting,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
provide financial,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
refugee migrant,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
forced flee,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
speech said,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
babies poor,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
home minister,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
self sufficiency,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
greater numbers,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
worth millions,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
10 2015,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
state minister,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
280 000,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
thursday night,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
28 year,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
interior ministry,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
government efforts,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
children schools,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
aylan kurdi,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
child benefit,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
pradhan mantri,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
record numbers,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
reach europe,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
2010 2011,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
helping homeless,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
access justice,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
medical bills,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
went say,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
homeless elderly,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
issues including,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
issues affecting,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
crimes women,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
weather conditions,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
families likely,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
fleeing persecution,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
young disabled,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
crisis europe,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
worked hard,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
did come,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
percent poor,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
percent population,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
sick need,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
number disabled,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
northern region,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
families face,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
organization provides,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
refugees work,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
poor poor,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
safety nets,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
families earn,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
access electricity,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
people suffer,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
refugees undocumented,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
children live,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
women child,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
burundi refugees,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
women business,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
myanmar people,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
children receive,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
jamaicans need,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
helping people,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
750 000,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
women achieve,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
official told,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
people really,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
world live,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
bus driver,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
build homes,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
court heard,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
world record,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
wheel chairs,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
wheel chair,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
western world,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
children migrant,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
sexual reproductive,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
nutrition assistance,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
order help,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
numbers refugees,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
just 15,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
abuse women,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
family life,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
make good,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
sections society,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
majority children,3,1,0.0001124395637344927,0.00047961630695443646,4.265547532907749
